"","V1","V2","V3","V4","V5","V6","V7","V8"
"66",0.227755644090305,0.211490994331861,0.0405086672834844,0.211291840094709,0.0135213339128418,0.242877161370517,0.213387108407868,0.212096070596099
"67",0.19047619047619,0.124202279016622,0.0330619633455607,0.124073637404339,0.010815313616183,0.140816169829585,0.118555284211906,0.120635233726048
"68",0.189712758851035,0.165983426658038,0.042294920419534,0.165964814020923,0.0165033385585714,0.198727510322926,0.16437775742896,0.166333347904395
"69",0.151069518716578,0.146036470014125,0.0409041334439963,0.146031535832736,0.0150500114340664,0.168251334013183,0.142576508099385,0.140401461537247
"70",0.194050033806626,0.185607407449358,0.0529709788670651,0.185625367691834,0.0178031957823612,0.200496179325017,0.183935686927276,0.184595396456846
"71",0.187040748162993,0.181876962349174,0.0326006050498765,0.18185705246816,0.0136494146352365,0.223983446702061,0.181116550927482,0.181928330611542
"72",0.187250996015936,0.194550000344091,0.0396644047589417,0.194877176557627,0.012058307028005,0.229043726070458,0.193591423949271,0.194819965821826
"73",0.165094339622642,0.130114970638568,0.0369960122004893,0.13003653463837,0.0100446551984263,0.157458063623816,0.119248740208466,0.114458296726731
"74",0.173941798941799,0.136910631179391,0.0409415637574909,0.136866462836042,0.0166370003459367,0.165598566983661,0.136266681995947,0.136589211413322
"75",0.208945260347129,0.160542236443512,0.0458832380518194,0.1605694915622,0.0177127282058248,0.181827487098205,0.150436348151564,0.151551983129466
"76",0.186184210526316,0.181900905775585,0.0470389764939676,0.181920847215506,0.0140371506348882,0.189394495278417,0.181869952922461,0.1785395194117
"77",0.160079051383399,0.214682764801215,0.0271769325968539,0.214728735783323,0.0112720527535941,0.25712356738836,0.207860310940439,0.207335607584957
"78",0.197324414715719,0.202477402036637,0.0449004987714897,0.202497732779312,0.01730445388087,0.22800809927275,0.204241804633205,0.206680712591777
"79",0.208473436449227,0.201198127120642,0.0441835550163376,0.201227632840894,0.0161111443680138,0.227941504279341,0.203333304035452,0.203517963255019
"80",0.20497311827957,0.23382976255334,0.0300553390153149,0.233856227479078,0.0100340629338798,0.275734532068508,0.23228682863319,0.233309936122175
"81",0.212081418253447,0.185774904933535,0.0283647024090745,0.18568541629391,0.0109781516730603,0.20974749786584,0.185768628215725,0.184747159719084
"82",0.183423913043478,0.194336466297328,0.027404985142661,0.194340508210641,0.00987408663319236,0.241073302718546,0.19334939711942,0.193578019157774
"83",0.215593220338983,0.134143182760553,0.0460784958839546,0.134129382923339,0.017004403317287,0.159962596254813,0.136559865299504,0.132891723225288
"84",0.211424819435325,0.261862269219009,0.0355161922893077,0.261872972400997,0.0128639182444253,0.312989929594201,0.267067279992709,0.262348945855836
"85",0.19350563286945,0.180804040953807,0.0353187500698251,0.181042564805965,0.0124780211629332,0.232039181630686,0.177840185695338,0.18128471104051
"86",0.206327372764787,0.173127991534998,0.0551708757056384,0.173116813399217,0.0206317370846578,0.191639251844948,0.170736450607385,0.176276027911398
"87",0.163306451612903,0.206076427668896,0.0452483037160723,0.206037396345981,0.0169680889505623,0.234803715396544,0.203420636584092,0.203621393658818
"88",0.211450878334418,0.206281155337189,0.0327292240907015,0.206221539001741,0.0107165168867298,0.251800756342157,0.206362119212696,0.205942051315444
"89",0.177688710754843,0.186272827923715,0.0463818719214463,0.186246319638506,0.018615650120591,0.200650726125393,0.187873520395282,0.190039533360125
"90",0.204739960500329,0.197181101436909,0.0504123132084115,0.197290054679336,0.0163633248869461,0.231627426536652,0.198643818772665,0.194454508816439
"91",0.175603217158177,0.152458694837873,0.0455887715007527,0.152475186365862,0.0179839391795379,0.177055078968474,0.15120231643966,0.152563377440377
"92",0.178619756427605,0.195989946430575,0.0398128723532,0.196056044285744,0.0101203357189179,0.242218656477482,0.1933037945023,0.194560564826355
"93",0.196860693263571,0.185796860768306,0.0413148074887626,0.185865055122085,0.0147216327382364,0.200699115714031,0.190370939771612,0.188979731500661
"94",0.162127107652399,0.151308268309837,0.0358342102824963,0.151222735455385,0.0129868519174734,0.195259434685103,0.153430700392402,0.152735497840166
"95",0.157964309319233,0.199391412860092,0.0535947866028971,0.199312063286956,0.0202710377183725,0.213278010136655,0.201005952839373,0.200554284295595
"96",0.203903095558546,0.185261495811964,0.0329031500446113,0.185363864977661,0.0116435722829427,0.231779293206125,0.18873132029657,0.18463657760294
"97",0.183660130718954,0.215429487939392,0.0462766723474015,0.215350219295201,0.018064736201252,0.237557618698794,0.215907573221839,0.21209892358467
"98",0.183032732130929,0.225361018591109,0.0441455147611016,0.225441817703251,0.0153699608937154,0.267154933742399,0.222901141597199,0.229324792306331
"99",0.184210526315789,0.209352140824585,0.0432293799868719,0.209255407541973,0.0164955606934778,0.238199089068591,0.209696227583956,0.211641518453176
"100",0.229540918163673,0.237550601261029,0.0356927021849243,0.237512345728379,0.0121334950717065,0.28581031142021,0.239102520717695,0.24006248795423
